Open,High,Low,Volume,Close
3975,4003,3870,1060,3886.25
3945,3948,3890,1221,3899.600098
3999,3999,3881,566,3884.600098
3760,3890,3760,440,3851.800049
3850,3850,3810,502,3824.75
3840,3840,3810,195,3818.699951
3840,3840,3815,1324,3833.850098
3840,3849.949951,3818,2044,3834.300049
3870,3870,3820,4926,3830.100098
3840,3840,3800,623,3813.899902
3830,3830,3755,510,3765.550049
3799.850098,3809.75,3758,393,3782.800049
3829,3850,3793,11693,3805.149902
3830,3840,3800,695,3827.75
3805,3810,3775,1096,3796.800049
3800,3800,3750,646,3760.550049
3719,3794.949951,3719,408,3752
3800,3800,3715.100098,864,3745.050049
3740,3810,3717,931,3732.100098
3770,3774,3722,1137,3759.949951
3800,3805,3701,1474,3753.75
3799.949951,3805,3700,1602,3727.25
3790,3800,3685,1487,3697.850098
3750,3750,3700,761,3707.149902
3750,3775,3700,1467,3711
3659,3750,3659,1077,3714.850098
3750,3750,3660,1390,3684.550049
3640,4421.5,3640,23547,4342.75
4351,4351,4030,10646,4062.850098
4240,4299,4105,2635,4203.549805
4225,4601,4225,10739,4468
3950,4490,3910.550049,3983,4395.149902
4499.899902,5170,4450.100098,20320,4777.399902
4700,4975,4500,7169,4660.25
4600,4870,4550,5388,4616.25
4700,5339,4700,16320,5159.350098
5340,5398.899902,5050,14076,5195.149902
5288,5547,5150,19312,5482.700195
5550,5700,5450,14004,5621.299805
5774,6745.600098,5774,25144,6745.600098
7294.399902,7420.200195,7079,5612,7420.200195
8162.25,8162.25,7610,74852,8152.700195
8262,8968,7610.149902,64627,8048.450195
7899,8580,7351,36208,7878.399902
7998,8199.950195,7625,22461,7683.5
7750,7900,6930,16495,7008.049805
7008.049805,7199.850098,6380,19110,6475.75
6295,7123.350098,6001,17354,7123.350098
7600,7680,7200,21594,7455.5
7650,7975,7410.100098,16526,7564.549805
7850,8000,7570.049805,11137,7625.950195
7800,7800,7312,6984,7401.299805
7400,7575,7210,4981,7255.850098
7460,7500,7260.049805,4972,7307.200195
7300,7750,7180,7315,7252.299805
7450,7450,6700,7848,6789.549805
6900,6998,6335.200195,7173,6617.5
6900,6900,6601.100098,4431,6676
7000,7000,6750,2980,6774.25
6800,7451.700195,6635.049805,16089,7366.549805
7500,7744.399902,7100,11533,7180.549805
7400,7470,6920,5429,6976.600098
7300,7300,7000,3325,7062.399902
7249.950195,7500,7090,4301,7258
7100,7500,7090,5249,7279.600098
7300,7600,7100,8202,7386.399902
7450,7650,7324,6206,7378.649902
7500,7599,7150.5,3958,7243.850098
7484,7585,7171.399902,3322,7286.600098
7440,7695,7324,9218,7461
7350,7650,7300,4291,7459.649902
7500,8205.650391,7400,24662,7930.350098
8100,8300,7460.049805,41531,7533.649902
7750,7750,7051,8441,7153.950195
7200,7400,7020,6244,7100
7100,7335,7050,4254,7098.149902
7200,7220,6901,4051,6953.75
7248,7342,6966,3545,7042.799805
7099.950195,7198,7001,2702,7021.549805
6966,7410,6966,8760,7150.149902
6980,7240,6980,2914,7068.649902
7101,7400,7100,7911,7196.100098
7220.049805,7340,7126.149902,2644,7156.450195
7190,7238,7015,3370,7061.649902
7075,7150,7000,3365,7047.649902
7060,7265,7000.049805,4584,7039.25
7040,7150,6950,3488,7000
7099.899902,7099.899902,6855.049805,3048,6890.950195
6801,6980,6769,2440,6810.299805
6949.899902,6949.899902,6590,3413,6616.600098
6720,6720,6260,4732,6352.25
6480,6500,6400,2280,6422.75
6435,6535,6290,1951,6313.149902
6175,6300,6175,2259,6268.700195
6297,6480,6266,1900,6405.75
6115,6500,6100,2264,6145.149902
6051,6051,4917,5885,5160.700195
5000,5160.700195,4129,4408,4414.600098
4998,5100,4502,3630,4908.700195
5189,5299.700195,4550,5177,4705.75
4800,5100,4700,3195,5052.149902
4850,5038,4773,2009,4987.149902
5249,5249,4990,1613,5017.049805
5145,5145,4792.700195,1944,4800
4701,5092,4701,3505,4875.899902
4997.799805,4997.799805,4761,5818,4792.899902
4999.899902,5135,4917,2955,4995
5000,5050,4900,1896,4985.149902
4870,5050,4750,1888,4971.799805
4980,5150,4850,1823,4866.5
4850,4850,4605,2359,4687.200195
4700,4700,4450,2211,4503.75
4510,4529.75,4150,4757,4239.299805
4245.100098,4370,4213,2286,4263.600098
4350,4500,4350,2118,4468.649902
4325,4600,4310.049805,2297,4566.899902
4800,4989.899902,4610,1999,4693.799805
4800,4848,4650,1235,4684
4640,4725,4600.049805,725,4640.950195
4800,4800,4055,687,4626.049805
4640,4650,4551,1037,4591.200195
4649.950195,4749,4452,786,4543.649902
4699,4699,4505,856,4656.049805
4725,4748,4650,1217,4664.899902
4650,4660,4600,444,4636.25
4624,4634.899902,4560,627,4598.75
4582.899902,4589,4426.100098,1147,4486.049805
4486,4486,4310.049805,1356,4404.75
4460,4460,4350,1245,4370
4280,4380,4160,2780,4254.200195
4080,4140,4001,2324,4119.25
4234,4499.950195,4090,2075,4380.850098
4590,4590,4215,2066,4269.75
4105,4200.100098,4050,1627,4068.899902
4099.899902,4125,3960,1578,4066.100098
3958,4046,3500,2926,3787.75
3800,3949,3791,1347,3812.050049
3909,3998.949951,3720.050049,1756,3751.800049
3750,3799,3502.199951,1553,3587.600098
3600,3795,3550,3446,3730.050049
3730,3880,3730,2030,3811.199951
3810,3828.850098,3780,1815,3806.800049
3800,4200,3800,2279,4078.399902
4001,4149,3961,1672,3989.050049
3973,4050,3889,1772,3977.350098
4100,4150,3850,1900,3918.949951
3980,3980,3850,819,3901.350098
3840,3940,3835,1090,3900.75
3901,3950,3880,899,3906.5
3950,4050,3900,874,3962.899902
3960,4090,3923.25,1114,4026.100098
4030,4125,4000,1137,4030.199951
4070.449951,4085,4000,820,4007.850098
4023,4040,3977,612,4013.050049
4093,4322,4039,2610,4208.549805
4220,4309,4117.649902,1363,4248.350098
4250,4346.899902,4250,1190,4285.350098
4299,4334.950195,4235,1218,4278.149902
4349,4350,4230,1322,4323.649902
4349,4435,4348,1647,4372.850098
4400,4689,4386,11841,4607.600098
4664,4697.399902,4561.5,2201,4576.049805
4580,4770,4551,2267,4620.450195
4631,4698.799805,4500,1411,4546.850098
4649.950195,4779.799805,4520,5146,4593.25
4670,4750,4600,3536,4718.350098
4745,4771,4626,1776,4649.600098
4609,4677,4551,1567,4562.100098
4510,4605,4411,1241,4492.450195
4450,4515,4300,1453,4334.649902
4261.5,4349,4171,2224,4194.700195
4262,4299,4050.050049,1631,4147.25
4105.75,4183,4105.75,1255,4133.950195
4200,4245,4181,1347,4191.100098
4265,4265,4201,697,4216.25
4200,4250,4200,1800,4245.549805
4173,4420,4173,1950,4367.149902
4350,4350,4226.049805,910,4285.700195
4339.25,4339.25,4176,797,4189.399902
4105.600098,4210,4071,808,4094.25
4053.300049,4200,4053.300049,1266,4062.699951
4125,4180,3910.050049,1256,4041.100098
4035,4187.950195,4035,1233,4150.5
4108.950195,4173,4050,1448,4067.300049
4098,4138.950195,3980,1073,4010.850098
3919,4049.899902,3919,1095,4028.449951
4020,4055,3950,1821,3973
3970,3995.25,3922,822,3958.850098
3978,4021.100098,3900,1141,3928.949951
3900,3915,3750,1520,3898.399902
3861,3948,3861,793,3907.550049
3950,3998,3890,603,3903.550049
3811,3900,3755,1387,3839.649902
3850,3980,3823,6147,3917.5
3902,4100.149902,3902,1990,4006.199951
3966.100098,4018,3966.100098,570,4006.600098
3966.5,4499.950195,3930.350098,1814,3951.949951
3910.100098,3970,3850,1277,3868.300049
3841,3900,3751,3804,3778.600098
3745,3748,3625,1600,3645.449951
3650.300049,3680,3520,1349,3548.899902
3503.300049,3522,3450,1820,3474.550049
3475,3590,3475,712,3541.050049
3431,3500,3425,1017,3471.699951
3420.199951,3490,3363.100098,1578,3417.300049
3370,3449,3191,1352,3206.649902
3200,3300,3050,1803,3251.300049
3249,3251.300049,3131,1019,3164
3150,3225,3060,1289,3151.600098
3200,3310,3200,1072,3281.850098
3250,3305,3140,1697,3273.149902
3300,3388,3300,906,3352.449951
3340,3380,3320,742,3349.649902
3350,3360,3292,684,3306.399902
3295,3300,3200,558,3238.050049
3210,3300,3182.050049,1076,3201.600098
3250,3270,3100,1148,3111.550049
3243.5,3250,3135.050049,620,3166.149902
3170,3239,3150,866,3199.800049
3200,3250,3150,711,3203.199951
3200,3490,3171,1432,3331.100098
3400,3670,3400,3063,3562.699951
3650,3775,3453,6069,3498.25
3401,3470,3380,1243,3396.899902
3392,3496.949951,3305,917,3476.800049
3351.050049,3450,3350,743,3396.050049
3425,3470,3350,1167,3393.199951
3455,3455,3360,656,3400.449951
3309,3384,3309,1290,3345.100098
3398.5,3471,3315,1077,3341.449951
3350,3395,3325,1974,3350.699951
3430,3454,3392,2572,3432.100098
3401,3435,3380,1316,3388.800049
3376,3448,3375,1931,3393
3400,3600,3400,6201,3415.949951
3475,3475,3355,2475,3367.5
3452,3670,3452,12251,3531.649902
3511,3640,3451.5,5267,3590.199951
3619,3650,3552,2848,3566.399902
3550,3586.050049,3463,1660,3513.399902
3550,3722,3513,6966,3678.350098
3680,3699,3525,4328,3578.699951
3530,3580,3512,2533,3538.550049
3600,3609.949951,3463,1612,3494.449951
3490,3540,3424.550049,2081,3454.300049
3598.800049,3600,3435.050049,1595,3465.149902
3475,3519,3440.149902,2367,3489.350098
3497,3590,3482,1844,3559.550049
3590,3594.949951,3511.050049,1563,3539.649902
3525,3625,3504,1476,3575.550049
3530,3598.800049,3530,885,3554.300049
3465,3564.899902,3465,663,3518.949951
3590,3590,3501,1104,3538.350098
3575,3600,3508,854,3521.75
3574,3574,3490,827,3502
3500,3510,3460.050049,462,3472.800049
3501,3501,3401,1064,3440.649902
3381.100098,3395,3295.5,1368,3305
3250,3300,3200.050049,1131,3275.149902
3300,3380,3218,948,3239.600098
3160,3161,3061,1683,3123.899902
3200,3280,3190.050049,1324,3224.600098
3241,3350,3241,1389,3280.449951
3241.050049,3300,3150,1147,3212.399902
3218,3250,3141.050049,1116,3213.699951
3200,3230,3110,2196,3126.399902
3170,3170,3020,1863,3041
3100,3100,2903,2195,2944.600098
2881.050049,3175,2800,2795,3081.399902
3140,3140,2925,4073,2935.800049
2935,2973,2808,3428,2864.100098
2840,2840,2701,2103,2724.25
2730,2800,2655,2004,2698.800049
2655,2660,2480.100098,2657,2534.550049
2401.149902,2449.800049,2312.25,3535,2360.350098
2400,2510,2391.050049,1617,2472.149902
2599,2670,2573.5,2298,2588.649902
2588,2595,2470,1126,2482.100098
2437.949951,2437.949951,2315.399902,1766,2415.399902
2460,2499.800049,2355,1167,2394.899902
2450,2450,2310,1549,2333.300049
2365,2449,2315,1498,2347.300049
2300.350098,2387.949951,2300,932,2338.649902
2301,2316,2250.050049,1133,2263.399902
2231,2260,2030,2571,2078.350098
2050,2050,1800,2831,1891.75
2100,2100,2000,2116,2040.449951
2020,2110.050049,2014,21261,2020.199951
2118.949951,2150,2070.050049,2435,2130.149902
2188,2190,2112,1735,2145.850098
2200,2249,2050,2202,2100.800049
2086,2100,1990,1457,2011.800049
2000,2058,1978,4327,2026.650024
2052,2080,2000,2330,2006.900024
2006.900024,2037,1950,2270,1985.800049
2000,2006.849976,1940.050049,981,1970.349976
1980,2025,1900,1033,1912.699951
1899,1915,1785,2676,1797.949951
1800,1800,1730.050049,2599,1743.349976
1750,1798.449951,1730,1315,1752.300049
1700,1735,1651.099976,1670,1705
1697.800049,1735,1670,1002,1707.400024
1673.199951,1735,1600,773,1702.849976
1685.800049,1740,1676,772,1688.099976
1688,1730,1663,728,1706.25
1706.25,1706.25,1706.25,0,1706.25
1689,1720,1680,781,1692.550049
1676,1750,1676,774,1688.75
1676,1725,1651,970,1711.599976
1699,1724,1685,534,1714.25
1725,1750,1690,1073,1742.75
1794.949951,1794.949951,1725,500,1735.599976
1788,1800,1755.5,920,1762.449951
1780,1798,1760,1327,1777.949951
1789,1830,1750,1473,1801.550049
1800,2047,1755,2565,1982.400024
2044.949951,2150,2044.949951,3825,2085.5
2098.899902,2100,2025,1996,2057.949951
2094,2138.949951,2000,2062,2024.599976
2048,2049.949951,1955,1512,2010.699951
1990,2065,1961,2319,2001.75
2018.75,2050,1990,1120,1997
1999,1999,1926,1122,1958.449951
1910.300049,1944.449951,1895,1399,1917.75
1921,1925.849976,1855,1174,1873.599976
1860.050049,1884.900024,1850,806,1870.699951
1877.099976,2110,1872.050049,1304,2016.650024
2000.849976,2069,1990,1493,2003.150024
2000.099976,2100,2000.099976,1570,2042
2094.949951,2100,2044.050049,894,2057.75
2037,2090,2020.050049,1149,2032.150024
2050,2074.899902,1875.199951,2205,1889.349976
1889.349976,1900,1813.5,1388,1830.900024
1830.900024,1879,1800,811,1812.25
1848,1864,1805.050049,609,1818
1840,1870,1810.099976,1417,1833.050049
1780,1839,1726,893,1801.699951
1800,1829.900024,1751,1515,1793.099976
1785,1839,1780.849976,490,1818.25
1780.050049,1810,1780.050049,444,1796.75
1795,1810.650024,1780,694,1798.599976
1800,1824.449951,1735,904,1741.949951
1745,1787.949951,1565,8780,1653.150024
1650,1650,1605.25,1624,1633.550049
1630.099976,1690,1630,906,1658.400024
1680,1698.900024,1642,936,1676.349976
1650,1699.900024,1650,588,1688
1660,1689,1621.150024,837,1654.449951
1678.699951,1679.949951,1628,940,1643.75
1663,1663,1622,550,1631.349976
1679,1680,1601.199951,933,1640.199951
1651,1669,1625,599,1653.25
1670,1670,1611,844,1653.599976
1668.900024,1689.949951,1650,1088,1673.349976
1650,1670,1623.099976,564,1659.050049
1658,1738,1641.5,1269,1693.150024
1724.949951,1750,1662.25,1265,1713.449951
1747.900024,1747.900024,1660.050049,549,1672.599976
1661.050049,1669.800049,1620,1018,1654
1650,1695,1625,695,1644.25
1650,1695,1640,716,1652.199951
1669.75,1669.75,1620,955,1632.900024
1650,1650,1600,595,1620.75
1645,1653,1610,742,1624.699951
1625,1648,1602.400024,508,1639.150024
1649.949951,1651,1625,555,1647.400024
1651,1655,1620.25,584,1641.25
1625,1630,1610,583,1614.900024
1611,1647,1590,947,1595.949951
1619,1620.050049,1535,1470,1541.75
1525,1549.949951,1470,978,1535.800049
1550,1550,1525,744,1535.949951
1525,1549.949951,1525,474,1529.699951
1549,1550,1500,1172,1536.449951
1561.949951,1565,1533,603,1552.75
1574.949951,1624.900024,1555,1146,1595.849976
1600,1645.849976,1579.849976,1159,1616.900024
1600.699951,1695,1600.699951,1072,1632.75
1630,1631.5,1595.300049,284,1603.849976
1620,1712,1607.5,1177,1678.75
1700,1738.5,1626,2528,1641.800049
1650,1665,1615,933,1637.849976
1655,1685,1650,707,1678.75
1693,1708,1658,1495,1685
1695,1695,1650.5,478,1661.199951
1698,1789,1650,1736,1738.75
1795.949951,1850,1701,2584,1820.75
1850,1950,1850,2642,1926
1930.050049,2050,1910,2610,1990.949951
1940,2089,1900,2818,2051
2092,2092,2035,1805,2046.849976
2097.949951,2350,2071,10757,2240.850098
2240,2285,2200,3235,2222.149902
2280,2280,2050,2659,2093.449951
1990,2196,1990,16280,2057.5
2134.75,2250,2030,4359,2167.600098
2120,2350,2120,5606,2264.199951
2285,2360,2211.149902,5049,2244.399902
2202,2250,2160,2891,2229.399902
2285.899902,2303,2210,1875,2252.050049
2256,2315,2177.050049,3063,2241.949951
2220,2298.949951,2180,1182,2195.300049
2200,2315,2152.600098,4061,2234
2210,2210,2210,0,2210
2216.199951,2357.75,2216.199951,4541,2301.25
2256.149902,2320,2256.149902,1755,2279.75
2255,2379.699951,2210,4871,2263
2290,2379.800049,2290,2401,2350.449951
2301.100098,2379.800049,2301.100098,1514,2326.25
2306,2366.949951,2263.100098,1021,2275.5
2276.100098,2290,2205.25,1719,2276.800049
2310,2350,2281.649902,3049,2298.300049
2216,2395,2216,2216,2359.600098
2360,2425,2345.050049,1640,2357.050049
2589.949951,2589.949951,2589.949951,1,2589.949951
2600,2750,2411,5775,2488.149902
2360,2550,2360,1941,2536.550049
2545.199951,2790,2532.050049,5655,2701.300049
2600,2850,2600,3455,2738.350098
2850,3497,2850,24814,3280.75
3380,3500,3050,17111,3105.800049
3340,3340,3154,4647,3182.949951
3199,3245,3120,3411,3139.550049
3200,3240,3100,4067,3161.899902
3240,3410,3140,7446,3370.199951
3385,3445,3175.5,6626,3225.5
3300,3499,3225,8510,3412.75
3400,3475,3381.050049,4149,3432.300049
3390,3471,3350,2076,3381.199951
3550,3675,3410,9592,3465.699951
3450,3574,3400,5749,3513.050049
3535,3660,3455,6287,3484.399902
3598.5,3598.5,3441.050049,5177,3495.899902
3480.050049,3547.949951,3380,3499,3408.350098
3441.149902,3460,3301,1432,3307.550049
3251,3460.5,3250,6339,3409.850098
3601,3900,3400,36864,3453.75
3375,3647.949951,3261,8349,3369.949951
3496,3550,3325,7442,3386.050049
3395,3449,3300,2883,3319.350098
3250,3282,3205,2555,3230
3270,3600,3225,5394,3402.5
3500,3699.899902,3277,3059,3306.649902
3305,3400,3300,2342,3364.149902
3351,3394.699951,3325,1308,3349.100098
3355,3407.699951,3309.5,3144,3387.899902
3417.899902,3744.899902,3312,8698,3648.699951
3801,4374,3588,42126,3678.649902
3569.449951,3677,3569.449951,5561,3601.050049
3640,3669,3330.149902,5480,3379.800049
3433,3433,3311,2721,3346
3233,3317,3209.699951,2560,3236.699951
3220,3350,3215,3156,3299.25
3380,3450,3230,5138,3275.350098
3200,3247,3100.050049,2028,3121.199951
3199.949951,3249.949951,3150.050049,2763,3198.699951
3225,3325,3216.350098,5477,3270.449951
3384,3384,3220,3180,3245.449951
3300,3490,3241.050049,6585,3395.800049
3444,3444,3364,3900,3379.300049
3350,3439,3323.5,2438,3381.600098
3425,3487,3378.050049,4173,3395.399902
3405,3585,3400,7781,3520.149902
3638,3857,3547,19734,3819.800049
3850,4583.799805,3700.050049,74573,4461.600098
4500,4950,4480,42655,4648.600098
4595,4650,4351,19534,4558.350098
4725,4958,4693,17940,4721.850098
4840,4889.950195,4610,8379,4640.799805
4450,4790,4450,4408,4624.600098
4640,4895,4580.049805,12469,4662.899902
4760,4760,4617,3795,4633.049805
4633.049805,4855,4615,11140,4628.700195
4595,4641,4412,5736,4455.950195
4500,4649.399902,4300,5346,4323.350098
4300,4370,4126,5290,4264.950195
4200,4315,4180,5462,4224.399902
4329,4370,4260,4486,4312.600098
4343,4346,4230,2828,4256.049805
4250,4345,4205,5625,4234.100098
4260,4294,4201.899902,3020,4223.799805
4230,4265,4165.100098,2872,4180.200195
4210,4450,4181,8567,4302.850098
4300,4369,4210,4404,4286.200195
4350,4460.600098,4290,6543,4342.549805
4240,4360,4240,2022,4307.5
4358,4358,4285,2660,4312.200195
4307.700195,4349,4279.5,2798,4292.200195
4275,4340,4230,4433,4265.75
4220.049805,4395,4220.049805,5262,4287.799805
4292,4319,4141,3777,4191.149902
4230,4275,4151.549805,3144,4240.850098
4250,4280,4130,4514,4150.799805
4210,4480,4155,20315,4380.950195
4450,4480,4282,11438,4312.850098
4370,4480,4331.100098,12981,4450.25
4500,5170,4425,54156,4948.200195
5225.649902,5415,5082,46673,5147.399902
5200,5360,4900.049805,27153,5279.049805
5256,5525,5125,24543,5347.200195
5380,5489.700195,5321,11840,5360.450195
5400,5420,5250.049805,5390,5283.799805
5349,5375,5202.049805,7427,5217
5200.049805,5278,5186,4732,5202.75
5260,5329.799805,5180,4723,5196.899902
5255,5289,5160,3674,5178.450195
5102,5740,4901,61278,5669.350098
5690,5820,5475,29981,5525
5565,5918,5540,39206,5640.549805
5679.950195,5825,5650.100098,19828,5746.450195
5700,5750,5610,9594,5635.25
5600,5670,5400,8809,5442.549805
5529,5793.299805,5420.5,10435,5443.950195
5500,5729,5450,20647,5484.649902
5594,5635,5460,7345,5481.950195
5520,5620,5425,10724,5476.75
5539,6030.200195,5514.049805,47132,5933.450195
5962,5962,5962,0,5962
6144.399902,6270,6033.049805,59036,6089.049805
6152,6170,5941.100098,24682,6011.399902
6000,6140,5999,10658,6020.649902
6129,6370,6015,41445,6302.5
6320,6349,6077,16594,6106.200195
6134.399902,6169.899902,5893,12700,5925.100098
6049.700195,6149,5711,11409,5856.75
5919,5935,5731,9160,5752.399902
5810,5810,5500,10183,5511.75
5520,5550,5351,10307,5425.149902
5300,5470,5300,8215,5368.799805
5467.25,5513.799805,5205.350098,7428,5289.850098
5250,5700,5122.100098,23310,5534.299805
5599,5799,5440,21838,5583.899902
5564.299805,5650,5530,19413,5578.100098
5561.100098,6100,5561.100098,42397,5983.850098
6114.399902,6168,5861,25716,5995.600098
6023,6178,5851,14493,5916.100098
5916.049805,6128.399902,5902,14148,6015
6015.049805,6112.200195,5900.299805,10390,5929.350098
5901,6219,5901,26553,6134.399902
6199,6200,6025,13317,6050.200195
6093.799805,6145,5960,9111,5998.850098
6020,6094.950195,5999,6886,6010.600098
6030,6075,5900,5656,5907.149902
5920.450195,5980,5834.100098,7786,5915.950195
5934.399902,6336,5934.399902,45683,6168.149902
6274.399902,6335,6161,32457,6188.299805
6244.399902,6244.399902,6035,12159,6055.100098
6090,6145,6000,10733,6015.950195
5950,5950,5760,12501,5878.850098
5959,6015,5925.100098,7013,5960.100098
6025,6125,5990,14826,6076.75
6160,6169,6032.200195,8973,6060.899902
6095,6099.799805,5990,3965,6009.950195
6000,6085,5961.100098,7310,6029.350098
6074.799805,6074.799805,5870,6711,5883.149902
5866.350098,5963.299805,5805,6682,5849.350098
5850,6050,5830,11094,5899.200195
5974.399902,5974.399902,5880,5267,5906.899902
5940,5966.350098,5815,5904,5862.049805
5874.399902,6020,5840,9442,5891.899902
5905,5944,5825,5514,5848.799805
5890,5910,5810.200195,5772,5842.5
5840,6425,5812,71925,6363.25
6371.100098,6720,6242,117464,6626.700195
6701,6890,6105,158414,6168.149902
6188,6300,5970.049805,98870,6133.950195
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
6081,6215,6032,18735,6142.950195
6200,6269,6150,17947,6160.600098
6180,6198,6055,10735,6090.399902
6249.899902,6371,6151,42206,6216.200195
6243.299805,6294.399902,6150,11155,6166.850098
6199,6252,6150,9387,6158.600098
6194.399902,6194.399902,6060,7286,6084.350098
6085,6145,6048,7550,6107.100098
6167.799805,6485,6131.149902,59564,6440.799805
6498.700195,6549.5,6380,28721,6406.100098
6449.399902,6498.950195,6325,14071,6370.450195
6382,6460,6275,10455,6294.149902
6351,6352.850098,6150,7790,6185
6185,6240,6090,6884,6102.25
6110,6149,6010,10727,6050.149902
6089.75,6120,6021,4312,6042.350098
6059.899902,6117.799805,5555,16183,5662.200195
5757,5919,5685.049805,20888,5762.75
5705,5839,5700.899902,12640,5802.950195
5794.399902,6124,5770,15389,6057.25
6130,6225,5930,14177,5965.149902
6039.399902,6082,5933.100098,9081,5962.899902
5999,6068,5789,6897,5813.299805
5700,5780,5650.5,7849,5720.25
null,null,null,null,null
5758,5850,5701,6318,5819.149902
5820,6074,5795,17233,6025.549805
6070,6080,5852.75,7965,5901.899902
5950,5993.299805,5851,4374,5876.850098
5965,5966.950195,5810,3584,5841.799805
5880,5900,5770,6171,5784.450195
5847.899902,5900,5810.049805,5082,5829.600098
5829,5860,5770,3454,5785.149902
5750,5789.950195,5710.100098,3497,5744.299805
5799,5839,5715.149902,7669,5745.700195
5730,5774.799805,5675,4301,5696.200195
5680,5680,5600,3962,5614.549805
5630.049805,5657,5600,2910,5614.350098
5620,5765,5580,6567,5659.600098
5739.950195,5865,5703,7724,5817.899902
5850,5925,5830,4800,5855.799805
5800,6350,5800,46654,6287.350098
6300.200195,6329,6100,17971,6121.200195
5297,6276,5297,17520,6237.149902
6120,6418.700195,6120,25306,6301.5
6276,6390,6251,11051,6293.899902
6351,6351,6275,9858,6318.850098
6338,6435,6290.100098,15994,6358.799805
6394.399902,6394.399902,6230,7642,6266.899902
6280,6539.850098,6251.149902,37466,6501.850098
6535,6549,6338.299805,14127,6369.399902
6370,7244.850098,6312.049805,140611,7094.899902
7045,7125.450195,6825,98915,7041.600098
6950,7298,6915,70534,7184.850098
7200,7318,7110,29857,7159.299805
7159.299805,7229,7036.100098,18178,7087
7101,7160,6910,11594,6964.649902
7015,7050,6805,10207,6881.549805
6948,6974,6780,9641,6800.299805
6845,6862,6760,7766,6784.350098
6845,6968,6804,15001,6899.5
6959.399902,7099,6887,19822,6961.799805
6951,7019.399902,6870,6628,6893
6939,7249,6900.549805,61369,7209.75
7189.799805,7273.299805,7032,22865,7068.25
7100,7199,7060,10563,7086.5
7134.899902,7148,7011.100098,5539,7045.399902
7074.399902,7360,7050.049805,28951,7193.950195
7220,7274.399902,7078,13081,7096.25
7070,7173,6985,11228,7028.399902
6990,7060,6892,16621,6999.399902
7000,7166.799805,7000,13562,7066.700195
7088,7179,7050,9420,7069.299805
7058,7149.799805,7020,7302,7054.700195
7079.399902,7116.850098,7000.049805,5220,7022.850098
7089.399902,7230.899902,7030,21598,7119.350098
7135,7274,7126.200195,18797,7194.950195
7144.399902,7185,7050,8570,7064.149902
7153.299805,7264,7035.549805,36876,7067.700195
7148.899902,7175,7065,10062,7086.75
7049.399902,7123,6961,5694,6979.950195
7060,7060,6845,8742,6864.799805
6750.149902,6925,6725,9120,6868.75
6918,6990.049805,6860,7930,6928.200195
6899.899902,6920,6723,6642,6762.399902
6800.049805,7001,6800.049805,6193,6992.549805
6911.149902,7049,6790,6165,7006.350098
7000,7138,6995,7026,7003.350098
7066.100098,7188,7050,7630,7127.299805
7095,7575,7095,45854,7436.950195
7394.299805,7398,7200,12510,7326.299805
7310,7612,7288,25913,7402.350098
7350,7558,7261,14534,7317.049805
7386.950195,7490,7307.549805,7889,7325.799805
7300,7300,7160,6825,7206.950195
7242,7352.799805,7234.25,5994,7290.149902
7260,7350,7220,8411,7311.899902
7330,7474,7280.100098,5099,7321.5
7340.149902,7417.5,7320,3619,7343.450195
7399,7431,7313,6308,7378.450195
7450,7470,7276,4348,7327.25
7327.5,7410,7190,6065,7221.75
7265,7300,7202,2273,7233.149902
7347,7347,7270.100098,2837,7291.25
7320,7345,7251.100098,2979,7280.899902
7100,7342,7100,5401,7201.399902
7210,7424,7100,10943,7306.299805
7233,7411,7233,4879,7286.899902
7344,7410,7276,23324,7296.600098
7370,7374,7240,2971,7263.25
7349,7375,7285,4772,7339.799805
7310,7940,7300,47743,7630.049805
7649,7744,7435.5,12371,7471.200195
7526,7625,7430,6927,7518.950195
7578,7609,7385,7270,7419.799805
7499,7775,7430,24927,7580.799805
7456.100098,7769,7393.299805,21324,7632.850098
7625,7830,7561.149902,23291,7749.450195
7740,7949,7740,21131,7856.299805
7829,7990,7661,14902,7710.25
7720,7839.5,7666,7204,7733.350098
7774.399902,7968,7705,27430,7768.700195
7676,7820,7668,7986,7748
7735,7815,7601,4693,7699.950195
7780.899902,7930,7671,17282,7867
7820,8040,7796,9978,7838
7870,7909,7822.100098,4920,7840.600098
7811,7910,7750,7755,7771
7838.399902,7960.5,7800,24862,7827.350098
7864.399902,7898,7760,6939,7793.5
7835,7880,7775,3492,7798.299805
7825,7949,7800,12055,7839.350098
7898,7907.700195,7700,5351,7746.600098
7755,7840,7750.100098,5322,7758.899902
7790,7799.799805,7712.350098,2828,7733.299805
7760,7769.700195,7670.049805,3072,7709.549805
7720,7820,7681.25,5048,7705.25
7760,7777,7690.049805,3864,7713.25
7702,7860,7690,6303,7738
7776,7797,7690,3765,7710.100098
7767,7767,7630,2809,7652.450195
7652,7798,7585,7887,7690.600098
7749,7787.299805,7480,16021,7505.649902
7405,7475,7300,6644,7315.950195
7350,7441,7310.100098,4521,7329.549805
7313.350098,7412,7286,4998,7346.899902
7376.700195,7408,7285,3754,7298.399902
7320,7360,7300.200195,2382,7308.600098
7333,7769,7300.100098,16590,7511.450195
7510,7650,7401.049805,9210,7427.549805
7464.399902,7600,7430,6709,7466.149902
